id,group,latency_ms
1,X25519MLKEM768,113.08
2,X25519MLKEM768,69.48
3,X25519MLKEM768,69.45
4,X25519MLKEM768,65.80
5,X25519MLKEM768,68.78
6,X25519MLKEM768,70.03
7,X25519MLKEM768,94.44
8,X25519MLKEM768,63.97
9,X25519MLKEM768,74.81
10,X25519MLKEM768,108.66
11,X25519MLKEM768,77.31
12,X25519MLKEM768,72.80
13,X25519MLKEM768,89.84
14,X25519MLKEM768,67.51
15,X25519MLKEM768,72.96
16,X25519MLKEM768,63.80
17,X25519MLKEM768,88.98
18,X25519MLKEM768,67.11
19,X25519MLKEM768,67.42
20,X25519MLKEM768,93.76
21,X25519MLKEM768,106.69
22,X25519MLKEM768,82.60
23,X25519MLKEM768,78.29
24,X25519MLKEM768,80.03
25,X25519MLKEM768,99.31
26,X25519MLKEM768,90.17
27,X25519MLKEM768,90.29
28,X25519MLKEM768,70.20
29,X25519MLKEM768,66.75
30,X25519MLKEM768,62.65
31,X25519MLKEM768,84.37
32,X25519MLKEM768,77.00
33,X25519MLKEM768,68.19
34,X25519MLKEM768,79.53
35,X25519MLKEM768,61.54
36,X25519MLKEM768,82.64
37,X25519MLKEM768,99.46
38,X25519MLKEM768,66.14
39,X25519MLKEM768,96.74
40,X25519MLKEM768,66.17
41,X25519MLKEM768,58.74
42,X25519MLKEM768,63.43
43,X25519MLKEM768,76.92
44,X25519MLKEM768,75.55
45,X25519MLKEM768,98.18
46,X25519MLKEM768,64.53
47,X25519MLKEM768,64.99
48,X25519MLKEM768,63.47
49,X25519MLKEM768,82.85
50,X25519MLKEM768,70.46
51,X25519MLKEM768,75.43
52,X25519MLKEM768,74.47
53,X25519MLKEM768,58.69
54,X25519MLKEM768,69.88
55,X25519MLKEM768,77.99
56,X25519MLKEM768,76.64
57,X25519MLKEM768,91.69
58,X25519MLKEM768,65.74
59,X25519MLKEM768,77.82
60,X25519MLKEM768,85.54
61,X25519MLKEM768,65.32
62,X25519MLKEM768,82.96
63,X25519MLKEM768,69.34
64,X25519MLKEM768,66.86
65,X25519MLKEM768,74.13
66,X25519MLKEM768,68.37
67,X25519MLKEM768,70.27
68,X25519MLKEM768,104.62
69,X25519MLKEM768,75.67
70,X25519MLKEM768,64.14
71,X25519MLKEM768,68.54
72,X25519MLKEM768,61.97
73,X25519MLKEM768,86.20
74,X25519MLKEM768,78.56
75,X25519MLKEM768,74.45
76,X25519MLKEM768,74.81
77,X25519MLKEM768,81.33
78,X25519MLKEM768,121.46
79,X25519MLKEM768,82.18
80,X25519MLKEM768,87.53
81,X25519MLKEM768,122.99
82,X25519MLKEM768,66.27
83,X25519MLKEM768,86.74
84,X25519MLKEM768,82.54
85,X25519MLKEM768,68.34
86,X25519MLKEM768,63.92
87,X25519MLKEM768,84.34
88,X25519MLKEM768,76.13
89,X25519MLKEM768,80.29
90,X25519MLKEM768,96.46
91,X25519MLKEM768,83.81
92,X25519MLKEM768,77.92
93,X25519MLKEM768,72.59
94,X25519MLKEM768,74.82
95,X25519MLKEM768,71.36
96,X25519MLKEM768,57.70
97,X25519MLKEM768,66.41
98,X25519MLKEM768,74.88
99,X25519MLKEM768,61.38
100,X25519MLKEM768,98.51
101,X25519MLKEM768,69.94
102,X25519MLKEM768,74.09
103,X25519MLKEM768,72.97
104,X25519MLKEM768,61.44
105,X25519MLKEM768,80.98
106,X25519MLKEM768,66.46
107,X25519MLKEM768,73.58
108,X25519MLKEM768,72.94
109,X25519MLKEM768,66.50
110,X25519MLKEM768,100.19
111,X25519MLKEM768,79.60
112,X25519MLKEM768,88.02
113,X25519MLKEM768,83.24
114,X25519MLKEM768,78.98
115,X25519MLKEM768,76.88
116,X25519MLKEM768,79.30
117,X25519MLKEM768,128.29
118,X25519MLKEM768,69.61
119,X25519MLKEM768,71.39
120,X25519MLKEM768,78.44
121,X25519MLKEM768,75.27
122,X25519MLKEM768,68.34
123,X25519MLKEM768,72.27
124,X25519MLKEM768,73.46
125,X25519MLKEM768,72.76
126,X25519MLKEM768,61.28
127,X25519MLKEM768,80.63
128,X25519MLKEM768,82.02
129,X25519MLKEM768,74.31
130,X25519MLKEM768,66.41
131,X25519MLKEM768,69.36
132,X25519MLKEM768,81.05
133,X25519MLKEM768,64.28
134,X25519MLKEM768,83.51
135,X25519MLKEM768,86.37
136,X25519MLKEM768,101.03
137,X25519MLKEM768,84.37
138,X25519MLKEM768,89.29
139,X25519MLKEM768,86.84
140,X25519MLKEM768,78.43
141,X25519MLKEM768,61.74
142,X25519MLKEM768,85.94
143,X25519MLKEM768,80.70
144,X25519MLKEM768,79.68
145,X25519MLKEM768,85.22
146,X25519MLKEM768,74.39
147,X25519MLKEM768,76.04
148,X25519MLKEM768,74.67
149,X25519MLKEM768,79.89
150,X25519MLKEM768,68.37
151,X25519MLKEM768,82.21
152,X25519MLKEM768,90.57
153,X25519MLKEM768,77.45
154,X25519MLKEM768,69.51
155,X25519MLKEM768,81.01
156,X25519MLKEM768,102.04
157,X25519MLKEM768,64.45
158,X25519MLKEM768,73.36
159,X25519MLKEM768,80.85
160,X25519MLKEM768,77.49
161,X25519MLKEM768,72.82
162,X25519MLKEM768,92.50
163,X25519MLKEM768,79.24
164,X25519MLKEM768,87.59
165,X25519MLKEM768,81.79
166,X25519MLKEM768,84.52
167,X25519MLKEM768,67.79
168,X25519MLKEM768,69.84
169,X25519MLKEM768,67.99
170,X25519MLKEM768,77.51
171,X25519MLKEM768,71.11
172,X25519MLKEM768,77.89
173,X25519MLKEM768,86.04
174,X25519MLKEM768,79.51
175,X25519MLKEM768,83.29
176,X25519MLKEM768,61.07
177,X25519MLKEM768,110.95
178,X25519MLKEM768,87.63
179,X25519MLKEM768,79.48
180,X25519MLKEM768,68.76
181,X25519MLKEM768,68.24
182,X25519MLKEM768,75.82
183,X25519MLKEM768,60.33
184,X25519MLKEM768,57.94
185,X25519MLKEM768,65.27
186,X25519MLKEM768,65.96
187,X25519MLKEM768,167.39
188,X25519MLKEM768,81.61
189,X25519MLKEM768,77.42
190,X25519MLKEM768,60.60
191,X25519MLKEM768,58.80
192,X25519MLKEM768,80.73
193,X25519MLKEM768,113.74
194,X25519MLKEM768,68.18
195,X25519MLKEM768,63.04
196,X25519MLKEM768,73.06
197,X25519MLKEM768,67.55
198,X25519MLKEM768,74.31
199,X25519MLKEM768,84.66
200,X25519MLKEM768,61.41
201,X25519MLKEM768,72.16
