id,group,latency_ms
1,bikel1,223.37
2,bikel1,213.11
3,bikel1,220.58
4,bikel1,213.48
5,bikel1,213.13
6,bikel1,213.79
7,bikel1,216.75
8,bikel1,222.11
9,bikel1,214.42
10,bikel1,226.11
11,bikel1,228.60
12,bikel1,221.65
13,bikel1,217.75
14,bikel1,219.01
15,bikel1,220.70
16,bikel1,223.24
17,bikel1,222.93
18,bikel1,221.94
19,bikel1,225.21
20,bikel1,226.77
21,bikel1,226.41
22,bikel1,231.14
23,bikel1,226.20
24,bikel1,219.69
25,bikel1,220.59
26,bikel1,230.42
27,bikel1,271.49
28,bikel1,221.94
29,bikel1,236.00
30,bikel1,228.50
31,bikel1,213.30
32,bikel1,219.52
33,bikel1,215.44
34,bikel1,216.03
35,bikel1,224.60
36,bikel1,218.15
37,bikel1,229.47
38,bikel1,214.53
39,bikel1,239.23
40,bikel1,220.72
41,bikel1,216.04
42,bikel1,214.78
43,bikel1,215.31
44,bikel1,225.82
45,bikel1,217.03
46,bikel1,220.55
47,bikel1,225.77
48,bikel1,215.16
49,bikel1,225.80
50,bikel1,213.62
51,bikel1,213.93
52,bikel1,216.14
53,bikel1,218.60
54,bikel1,216.22
55,bikel1,219.44
56,bikel1,218.53
57,bikel1,225.27
58,bikel1,220.78
59,bikel1,215.32
60,bikel1,216.97
61,bikel1,220.37
62,bikel1,215.37
63,bikel1,235.49
64,bikel1,217.22
65,bikel1,228.68
66,bikel1,215.91
67,bikel1,226.11
68,bikel1,217.86
69,bikel1,225.70
70,bikel1,220.88
71,bikel1,218.00
72,bikel1,221.09
73,bikel1,221.32
74,bikel1,214.06
75,bikel1,216.62
76,bikel1,225.38
77,bikel1,217.83
78,bikel1,222.92
79,bikel1,221.65
80,bikel1,222.08
81,bikel1,214.85
82,bikel1,221.72
83,bikel1,218.01
84,bikel1,230.94
85,bikel1,221.36
86,bikel1,220.64
87,bikel1,226.60
88,bikel1,216.58
89,bikel1,226.74
90,bikel1,218.59
91,bikel1,221.80
92,bikel1,218.73
93,bikel1,223.06
94,bikel1,218.91
95,bikel1,220.19
96,bikel1,217.28
97,bikel1,216.95
98,bikel1,212.95
99,bikel1,215.50
100,bikel1,219.26
101,bikel1,215.90
102,bikel1,217.32
103,bikel1,219.14
104,bikel1,218.21
105,bikel1,211.57
106,bikel1,215.62
107,bikel1,213.46
108,bikel1,231.10
109,bikel1,213.21
110,bikel1,215.33
111,bikel1,214.36
112,bikel1,216.71
113,bikel1,223.36
114,bikel1,220.21
115,bikel1,215.94
116,bikel1,220.13
117,bikel1,219.89
118,bikel1,224.12
119,bikel1,220.82
120,bikel1,214.07
121,bikel1,228.29
122,bikel1,213.52
123,bikel1,219.14
124,bikel1,214.74
125,bikel1,220.85
126,bikel1,218.39
127,bikel1,217.83
128,bikel1,215.34
129,bikel1,221.02
130,bikel1,216.05
131,bikel1,215.42
132,bikel1,220.24
133,bikel1,217.63
134,bikel1,218.46
135,bikel1,222.36
136,bikel1,228.97
137,bikel1,226.80
138,bikel1,215.64
139,bikel1,219.14
140,bikel1,216.16
141,bikel1,215.29
142,bikel1,214.92
143,bikel1,215.72
144,bikel1,218.68
145,bikel1,223.80
146,bikel1,219.85
147,bikel1,217.40
148,bikel1,218.59
149,bikel1,213.58
150,bikel1,219.78
151,bikel1,214.25
152,bikel1,225.04
153,bikel1,217.28
154,bikel1,216.67
155,bikel1,225.43
156,bikel1,218.85
157,bikel1,218.93
158,bikel1,214.48
159,bikel1,212.95
160,bikel1,223.91
161,bikel1,215.79
162,bikel1,227.22
163,bikel1,219.94
164,bikel1,218.26
165,bikel1,219.55
166,bikel1,216.77
167,bikel1,220.26
168,bikel1,218.78
169,bikel1,220.85
170,bikel1,220.20
171,bikel1,224.50
172,bikel1,216.13
173,bikel1,219.98
174,bikel1,217.44
175,bikel1,216.60
176,bikel1,214.36
177,bikel1,224.74
178,bikel1,222.88
179,bikel1,220.32
180,bikel1,220.54
181,bikel1,217.99
182,bikel1,220.25
183,bikel1,227.87
184,bikel1,218.84
185,bikel1,224.23
186,bikel1,214.58
187,bikel1,226.45
188,bikel1,218.63
189,bikel1,215.81
190,bikel1,220.58
191,bikel1,215.14
192,bikel1,219.79
193,bikel1,213.39
194,bikel1,215.35
195,bikel1,217.43
196,bikel1,218.85
197,bikel1,216.00
198,bikel1,216.30
199,bikel1,223.49
200,bikel1,215.19
201,bikel1,216.02
202,bikel1,214.88
203,bikel1,225.29
204,bikel1,215.29
205,bikel1,216.71
206,bikel1,215.62
207,bikel1,214.98
208,bikel1,217.10
209,bikel1,220.31
210,bikel1,218.24
211,bikel1,216.62
212,bikel1,224.30
213,bikel1,217.88
214,bikel1,226.07
215,bikel1,217.61
216,bikel1,214.67
217,bikel1,220.23
218,bikel1,219.51
219,bikel1,223.65
220,bikel1,215.66
221,bikel1,219.70
222,bikel1,224.54
223,bikel1,224.71
224,bikel1,218.45
225,bikel1,216.31
226,bikel1,218.30
227,bikel1,221.84
228,bikel1,241.45
229,bikel1,218.94
230,bikel1,220.42
231,bikel1,221.70
232,bikel1,236.46
233,bikel1,228.25
234,bikel1,226.29
235,bikel1,219.89
236,bikel1,246.24
237,bikel1,250.16
238,bikel1,225.62
239,bikel1,243.84
240,bikel1,220.13
241,bikel1,222.57
242,bikel1,226.09
243,bikel1,241.09
244,bikel1,215.68
245,bikel1,221.80
246,bikel1,227.96
247,bikel1,217.97
248,bikel1,218.51
249,bikel1,230.57
250,bikel1,216.55
251,bikel1,222.22
252,bikel1,233.21
253,bikel1,225.08
254,bikel1,222.48
255,bikel1,221.75
256,bikel1,219.57
257,bikel1,220.02
258,bikel1,226.71
259,bikel1,222.51
260,bikel1,223.28
261,bikel1,224.33
262,bikel1,227.19
263,bikel1,219.42
264,bikel1,231.94
