id,group,latency_ms
1,frodo640aes,353.10
2,frodo640aes,352.27
3,frodo640aes,348.76
4,frodo640aes,371.10
5,frodo640aes,341.11
6,frodo640aes,349.19
7,frodo640aes,338.48
8,frodo640aes,341.93
9,frodo640aes,349.00
10,frodo640aes,342.23
11,frodo640aes,344.03
12,frodo640aes,363.93
13,frodo640aes,343.86
14,frodo640aes,347.65
15,frodo640aes,344.50
16,frodo640aes,365.11
17,frodo640aes,350.83
18,frodo640aes,353.48
19,frodo640aes,356.13
20,frodo640aes,351.09
21,frodo640aes,351.94
22,frodo640aes,345.64
23,frodo640aes,352.29
24,frodo640aes,347.82
25,frodo640aes,349.59
26,frodo640aes,344.23
27,frodo640aes,346.30
28,frodo640aes,352.26
29,frodo640aes,339.73
30,frodo640aes,345.58
31,frodo640aes,334.94
32,frodo640aes,341.90
33,frodo640aes,338.17
34,frodo640aes,336.65
35,frodo640aes,338.33
36,frodo640aes,340.86
37,frodo640aes,343.66
38,frodo640aes,338.38
39,frodo640aes,337.20
40,frodo640aes,341.05
41,frodo640aes,339.77
42,frodo640aes,343.06
43,frodo640aes,346.05
44,frodo640aes,342.51
45,frodo640aes,339.39
46,frodo640aes,339.31
47,frodo640aes,377.58
48,frodo640aes,338.33
49,frodo640aes,345.14
50,frodo640aes,341.18
51,frodo640aes,387.46
52,frodo640aes,337.57
53,frodo640aes,338.18
54,frodo640aes,343.30
55,frodo640aes,339.90
56,frodo640aes,340.58
57,frodo640aes,369.93
58,frodo640aes,345.81
59,frodo640aes,372.36
60,frodo640aes,340.97
61,frodo640aes,360.33
62,frodo640aes,335.20
63,frodo640aes,342.77
64,frodo640aes,335.43
65,frodo640aes,339.79
66,frodo640aes,335.74
67,frodo640aes,339.99
68,frodo640aes,347.04
69,frodo640aes,354.53
70,frodo640aes,341.43
71,frodo640aes,335.93
72,frodo640aes,337.86
73,frodo640aes,339.67
74,frodo640aes,350.88
75,frodo640aes,338.01
76,frodo640aes,349.97
77,frodo640aes,341.05
78,frodo640aes,342.72
79,frodo640aes,345.21
80,frodo640aes,347.37
81,frodo640aes,355.27
82,frodo640aes,349.21
83,frodo640aes,344.02
84,frodo640aes,347.97
85,frodo640aes,352.39
86,frodo640aes,338.82
87,frodo640aes,354.10
88,frodo640aes,337.01
89,frodo640aes,354.33
90,frodo640aes,357.70
91,frodo640aes,340.07
92,frodo640aes,337.25
93,frodo640aes,339.51
94,frodo640aes,349.94
95,frodo640aes,350.57
96,frodo640aes,347.10
97,frodo640aes,346.12
98,frodo640aes,339.50
99,frodo640aes,359.23
100,frodo640aes,338.89
101,frodo640aes,348.54
102,frodo640aes,342.51
103,frodo640aes,338.12
104,frodo640aes,344.87
105,frodo640aes,361.67
106,frodo640aes,337.38
107,frodo640aes,341.38
108,frodo640aes,341.58
109,frodo640aes,337.19
110,frodo640aes,341.55
111,frodo640aes,338.66
112,frodo640aes,381.89
113,frodo640aes,407.29
114,frodo640aes,342.96
115,frodo640aes,335.90
116,frodo640aes,334.61
117,frodo640aes,338.57
118,frodo640aes,351.81
119,frodo640aes,350.29
120,frodo640aes,342.39
121,frodo640aes,335.05
122,frodo640aes,337.88
123,frodo640aes,337.46
124,frodo640aes,358.23
125,frodo640aes,335.64
126,frodo640aes,342.31
127,frodo640aes,338.35
128,frodo640aes,338.64
129,frodo640aes,338.86
130,frodo640aes,356.16
131,frodo640aes,334.51
132,frodo640aes,348.57
133,frodo640aes,360.48
134,frodo640aes,348.27
135,frodo640aes,350.84
136,frodo640aes,341.73
