id,group,latency_ms
1,X25519MLKEM768,360.60
2,X25519MLKEM768,396.68
3,X25519MLKEM768,356.64
4,X25519MLKEM768,337.96
5,X25519MLKEM768,340.81
6,X25519MLKEM768,351.61
7,X25519MLKEM768,341.67
8,X25519MLKEM768,330.51
9,X25519MLKEM768,331.47
10,X25519MLKEM768,343.08
11,X25519MLKEM768,329.38
12,X25519MLKEM768,344.48
13,X25519MLKEM768,347.32
14,X25519MLKEM768,340.03
15,X25519MLKEM768,332.22
16,X25519MLKEM768,340.89
17,X25519MLKEM768,333.23
18,X25519MLKEM768,343.04
19,X25519MLKEM768,343.26
20,X25519MLKEM768,324.13
21,X25519MLKEM768,340.71
22,X25519MLKEM768,365.63
23,X25519MLKEM768,337.09
24,X25519MLKEM768,349.88
25,X25519MLKEM768,360.36
26,X25519MLKEM768,340.30
27,X25519MLKEM768,335.83
28,X25519MLKEM768,337.04
29,X25519MLKEM768,348.19
30,X25519MLKEM768,337.63
31,X25519MLKEM768,335.48
32,X25519MLKEM768,331.18
33,X25519MLKEM768,333.45
34,X25519MLKEM768,332.83
35,X25519MLKEM768,348.66
36,X25519MLKEM768,340.16
37,X25519MLKEM768,356.13
38,X25519MLKEM768,349.54
39,X25519MLKEM768,334.82
40,X25519MLKEM768,329.06
41,X25519MLKEM768,328.21
42,X25519MLKEM768,343.84
43,X25519MLKEM768,348.95
44,X25519MLKEM768,336.44
45,X25519MLKEM768,339.74
46,X25519MLKEM768,349.03
47,X25519MLKEM768,334.38
48,X25519MLKEM768,333.33
49,X25519MLKEM768,712.95
50,X25519MLKEM768,331.32
51,X25519MLKEM768,345.48
52,X25519MLKEM768,343.92
53,X25519MLKEM768,382.15
54,X25519MLKEM768,347.25
55,X25519MLKEM768,348.07
56,X25519MLKEM768,352.95
57,X25519MLKEM768,351.32
58,X25519MLKEM768,341.39
59,X25519MLKEM768,355.98
60,X25519MLKEM768,339.27
61,X25519MLKEM768,355.06
62,X25519MLKEM768,336.99
63,X25519MLKEM768,340.46
64,X25519MLKEM768,342.76
65,X25519MLKEM768,360.90
66,X25519MLKEM768,336.22
67,X25519MLKEM768,342.81
68,X25519MLKEM768,329.95
69,X25519MLKEM768,340.78
70,X25519MLKEM768,356.69
71,X25519MLKEM768,340.35
72,X25519MLKEM768,338.48
73,X25519MLKEM768,334.66
74,X25519MLKEM768,425.17
75,X25519MLKEM768,343.58
76,X25519MLKEM768,326.54
77,X25519MLKEM768,339.03
78,X25519MLKEM768,339.11
79,X25519MLKEM768,407.65
80,X25519MLKEM768,332.37
81,X25519MLKEM768,334.53
82,X25519MLKEM768,340.61
83,X25519MLKEM768,328.34
84,X25519MLKEM768,333.94
85,X25519MLKEM768,359.47
86,X25519MLKEM768,348.61
87,X25519MLKEM768,342.46
88,X25519MLKEM768,360.13
89,X25519MLKEM768,330.61
90,X25519MLKEM768,360.16
91,X25519MLKEM768,343.62
92,X25519MLKEM768,356.02
93,X25519MLKEM768,337.29
94,X25519MLKEM768,349.42
95,X25519MLKEM768,357.86
96,X25519MLKEM768,343.13
97,X25519MLKEM768,339.30
98,X25519MLKEM768,334.88
99,X25519MLKEM768,356.00
100,X25519MLKEM768,332.03
101,X25519MLKEM768,347.26
102,X25519MLKEM768,331.00
103,X25519MLKEM768,341.50
104,X25519MLKEM768,337.24
105,X25519MLKEM768,351.42
106,X25519MLKEM768,336.40
107,X25519MLKEM768,362.82
108,X25519MLKEM768,329.91
109,X25519MLKEM768,338.09
110,X25519MLKEM768,328.99
111,X25519MLKEM768,354.61
112,X25519MLKEM768,340.31
113,X25519MLKEM768,336.01
114,X25519MLKEM768,357.10
115,X25519MLKEM768,336.91
116,X25519MLKEM768,334.72
117,X25519MLKEM768,332.33
118,X25519MLKEM768,341.75
119,X25519MLKEM768,347.98
120,X25519MLKEM768,341.78
121,X25519MLKEM768,349.93
122,X25519MLKEM768,345.16
123,X25519MLKEM768,367.49
124,X25519MLKEM768,339.29
125,X25519MLKEM768,333.38
126,X25519MLKEM768,340.17
127,X25519MLKEM768,331.03
128,X25519MLKEM768,344.13
129,X25519MLKEM768,334.59
130,X25519MLKEM768,341.48
131,X25519MLKEM768,352.14
132,X25519MLKEM768,343.10
133,X25519MLKEM768,356.83
134,X25519MLKEM768,332.59
135,X25519MLKEM768,329.57
136,X25519MLKEM768,342.71
137,X25519MLKEM768,332.39
138,X25519MLKEM768,343.30
139,X25519MLKEM768,339.20
140,X25519MLKEM768,364.58
141,X25519MLKEM768,342.87
142,X25519MLKEM768,381.50
143,X25519MLKEM768,354.86
144,X25519MLKEM768,354.77
145,X25519MLKEM768,340.00
146,X25519MLKEM768,366.56
147,X25519MLKEM768,345.49
148,X25519MLKEM768,339.08
149,X25519MLKEM768,326.88
150,X25519MLKEM768,331.28
151,X25519MLKEM768,327.71
152,X25519MLKEM768,338.19
153,X25519MLKEM768,337.60
154,X25519MLKEM768,330.05
155,X25519MLKEM768,324.12
156,X25519MLKEM768,424.84
157,X25519MLKEM768,397.72
158,X25519MLKEM768,332.51
159,X25519MLKEM768,323.67
160,X25519MLKEM768,348.11
161,X25519MLKEM768,324.89
162,X25519MLKEM768,339.90
163,X25519MLKEM768,328.82
164,X25519MLKEM768,332.56
165,X25519MLKEM768,348.87
166,X25519MLKEM768,337.76
167,X25519MLKEM768,325.15
168,X25519MLKEM768,327.08
169,X25519MLKEM768,332.21
170,X25519MLKEM768,336.70
171,X25519MLKEM768,361.15
172,X25519MLKEM768,336.68
173,X25519MLKEM768,363.93
174,X25519MLKEM768,325.50
175,X25519MLKEM768,377.36
176,X25519MLKEM768,332.49
177,X25519MLKEM768,344.12
178,X25519MLKEM768,358.88
179,X25519MLKEM768,324.97
180,X25519MLKEM768,376.84
181,X25519MLKEM768,328.03
182,X25519MLKEM768,330.00
183,X25519MLKEM768,323.68
184,X25519MLKEM768,335.28
185,X25519MLKEM768,329.84
186,X25519MLKEM768,341.33
187,X25519MLKEM768,340.80
188,X25519MLKEM768,331.04
189,X25519MLKEM768,325.02
190,X25519MLKEM768,324.78
191,X25519MLKEM768,326.10
192,X25519MLKEM768,345.39
193,X25519MLKEM768,335.56
194,X25519MLKEM768,338.64
195,X25519MLKEM768,327.54
196,X25519MLKEM768,329.64
197,X25519MLKEM768,328.59
198,X25519MLKEM768,332.03
199,X25519MLKEM768,331.37
200,X25519MLKEM768,327.70
201,X25519MLKEM768,327.25
202,X25519MLKEM768,348.80
203,X25519MLKEM768,342.20
204,X25519MLKEM768,335.73
205,X25519MLKEM768,349.57
206,X25519MLKEM768,348.32
207,X25519MLKEM768,333.93
208,X25519MLKEM768,326.79
209,X25519MLKEM768,331.10
210,X25519MLKEM768,324.63
211,X25519MLKEM768,340.49
