id,group,latency_ms
1,X25519,332.62
2,X25519,348.56
3,X25519,331.96
4,X25519,330.40
5,X25519,338.61
6,X25519,323.08
7,X25519,323.00
8,X25519,331.50
9,X25519,327.65
10,X25519,324.67
11,X25519,339.06
12,X25519,325.51
13,X25519,318.10
14,X25519,323.21
15,X25519,327.89
16,X25519,321.67
17,X25519,322.50
18,X25519,329.45
19,X25519,321.89
20,X25519,328.59
21,X25519,330.73
22,X25519,328.34
23,X25519,323.92
24,X25519,324.80
25,X25519,321.51
26,X25519,330.55
27,X25519,320.37
28,X25519,337.43
29,X25519,346.86
30,X25519,325.31
31,X25519,325.74
32,X25519,322.15
33,X25519,320.30
34,X25519,334.65
35,X25519,327.97
36,X25519,320.94
37,X25519,321.13
38,X25519,324.93
39,X25519,318.49
40,X25519,321.57
41,X25519,339.35
42,X25519,323.45
43,X25519,318.34
44,X25519,334.35
45,X25519,318.34
46,X25519,327.53
47,X25519,335.82
48,X25519,320.03
49,X25519,327.81
50,X25519,327.58
51,X25519,323.48
52,X25519,340.39
53,X25519,322.79
54,X25519,327.04
55,X25519,327.62
56,X25519,359.92
57,X25519,323.36
58,X25519,324.97
59,X25519,320.35
60,X25519,331.83
61,X25519,323.89
62,X25519,407.43
63,X25519,322.60
64,X25519,319.81
65,X25519,318.21
66,X25519,320.95
67,X25519,320.39
68,X25519,375.08
69,X25519,326.84
70,X25519,329.70
71,X25519,363.84
72,X25519,322.65
73,X25519,322.37
74,X25519,324.04
75,X25519,323.69
76,X25519,326.03
77,X25519,327.88
78,X25519,330.75
79,X25519,318.77
80,X25519,333.86
81,X25519,326.94
82,X25519,322.71
83,X25519,335.73
84,X25519,325.47
85,X25519,320.99
86,X25519,324.43
87,X25519,330.35
88,X25519,327.22
89,X25519,345.74
90,X25519,330.76
91,X25519,319.36
92,X25519,321.75
93,X25519,327.97
94,X25519,327.32
95,X25519,331.68
96,X25519,326.98
97,X25519,321.46
98,X25519,333.25
99,X25519,330.42
100,X25519,329.60
